,Uniprot AC ID Interactor A,Uniprot AC ID Interactor B,Official Symbol Interactor A,Official Symbol Interactor B
0,P02746,Q86YW5,C1QB,TREML1
0,P02747,P26885,C1QC,FKBP2
0,P02747,Q9Y5Q3,C1QC,MAFB
0,P02747,P14780,C1QC,MMP9
0,P02747,Q14790,C1QC,CASP8
0,P02747,Q9UDY8,C1QC,MALT1
0,P02747,P41273,C1QC,TNFSF9
0,P02747,Q15848,C1QC,ADIPOQ
0,P02747,P10966,C1QC,CD8B
0,P02747,Q07021,C1QC,C1QBP
0,P02747,P43489,C1QC,TNFRSF4
0,P02747,Q16581,C1QC,C3AR1
0,P02751,P35527,FN1,KRT9
0,P02751,Q14005,FN1,IL16
0,P02751,P07900,FN1,HSP90AA1
0,P02751,P35030,FN1,PRSS3
0,P02751,Q9GZZ8,FN1,LACRT
0,P02751,Q02487,FN1,DSC2
0,P02751,P29692,FN1,EEF1D
0,P02751,Q02388,FN1,COL7A1
0,P02751,Q8NHJ6,FN1,LILRB4
0,P02751,P46778,FN1,RPL21
0,P02751,P20916,FN1,MAG
0,P02751,P40933,FN1,IL15
0,P02751,Q8NHM4,FN1,PRSS3P2
0,P02751,Q92859,FN1,NEO1
0,P02751,Q8TF72,FN1,SHROOM3
0,P02751,P37173,FN1,TGFBR2
0,P02751,P13010,FN1,XRCC5
0,P02751,P19438,FN1,TNFRSF1A
0,P02751,P17936,FN1,IGFBP3
0,P02751,P39656,FN1,DDOST
0,P02751,P0DMV9,FN1,HSPA1B
0,P02751,P55196,FN1,AFDN
0,P02751,P14866,FN1,HNRNPL
0,P02751,P62306,FN1,SNRPF
0,P02751,Q9BS26,FN1,ERP44
0,P02751,P0CG48,FN1,UBC
0,P02751,P12109,FN1,COL6A1
0,P02751,Q8NET5,FN1,NFAM1
0,P02751,Q9Y5A9,FN1,YTHDF2
0,P02751,Q13422,FN1,IKZF1
0,P02751,Q9NYY1,FN1,IL20
0,P02751,Q16819,FN1,MEP1A
0,P02751,P23396,FN1,RPS3
0,P02751,Q15109,FN1,AGER
0,P02751,P20702,FN1,ITGAX
0,P02751,P04632,FN1,CAPNS1
0,P02751,Q9Y3B4,FN1,SF3B6
0,P02751,Q9Y6W6,FN1,DUSP10
0,P02751,Q6ZV73,FN1,FGD6
0,P02751,P42356,FN1,PI4KA
0,P02751,P61604,FN1,HSPE1
0,P02751,P35556,FN1,FBN2
0,P02751,P27105,FN1,STOM
0,P02751,P09382,FN1,LGALS1
0,P02751,Q99439,FN1,CNN2
0,P02751,Q9NVZ3,FN1,NECAP2
0,P02751,P82979,FN1,SARNP
0,P02751,P10643,FN1,C7
0,P02751,Q9BWV1,FN1,BOC
0,P02751,P68036,FN1,UBE2L3
0,P02751,P61081,FN1,UBE2M
0,P02751,P02765,FN1,AHSG
0,P02751,P21589,FN1,NT5E
0,P02751,P04264,FN1,KRT1
0,P02751,P63104,FN1,YWHAZ
0,P02751,Q9H0A0,FN1,NAT10
0,P02751,P55290,FN1,CDH13
0,P02751,P12814,FN1,ACTN1
0,P02751,Q9HAT8,FN1,PELI2
0,P02751,Q96C24,FN1,SYTL4
0,P02751,P23468,FN1,PTPRD
0,P02751,P30050,FN1,RPL12
0,P02751,Q13443,FN1,ADAM9
0,P02753,P07148,RBP4,FABP1
0,P02753,P29965,RBP4,CD40LG
0,P02753,P40199,RBP4,CEACAM6
0,P02753,P56715,RBP4,RP1
0,P02753,P84022,RBP4,SMAD3
0,P02753,P12104,RBP4,FABP2
0,P02753,Q14623,RBP4,IHH
0,P02753,P61812,RBP4,TGFB2
0,P02753,P04155,RBP4,TFF1
0,P02760,P05067,AMBP,APP
0,P02760,Q5TCQ9,AMBP,MAGI3
0,P02760,P23946,AMBP,CMA1
0,P02760,P03951,AMBP,F11
0,P02765,P03952,AHSG,KLKB1
0,P02765,Q92569,AHSG,PIK3R3
0,P02775,P14780,PPBP,MMP9
0,P02775,P25025,PPBP,CXCR2
0,P02775,P20827,PPBP,EFNA1
0,P02775,P68400,PPBP,CSNK2A1
0,P02775,Q14061,PPBP,COX17
0,P02775,Q16627,PPBP,CCL14
0,P02775,P03956,PPBP,MMP1
0,P02778,P13236,CXCL10,CCL4
0,P02778,P19320,CXCL10,VCAM1
0,P02778,P29317,CXCL10,EPHA2
0,P02778,P06241,CXCL10,FYN
0,P02778,P32519,CXCL10,ELF1
0,P02778,P20591,CXCL10,MX1
0,P02778,Q00013,CXCL10,MPP1
0,P02778,P40763,CXCL10,STAT3
0,P02778,Q9NY15,CXCL10,STAB1
0,P02778,Q9BXN2,CXCL10,CLEC7A
0,P02778,P03952,CXCL10,KLKB1
0,P02778,P08311,CXCL10,CTSG
0,P02778,P52926,CXCL10,HMGA2
0,P02778,Q00978,CXCL10,IRF9
0,P02778,Q8N668,CXCL10,COMMD1
0,P02778,P23396,CXCL10,RPS3
0,P02778,P08709,CXCL10,F7
0,P02778,Q13748,CXCL10,TUBA3C
0,P02778,P11021,CXCL10,HSPA5
0,P02778,Q9NZM1,CXCL10,MYOF
0,P02778,Q6V1X1,CXCL10,DPP8
0,P02778,P09871,CXCL10,C1S
0,P02778,P08567,CXCL10,PLEK
0,P02778,P08887,CXCL10,IL6R
0,P02778,P14902,CXCL10,IDO1
0,P02778,Q01201,CXCL10,RELB
0,P02778,Q9UBD3,CXCL10,XCL2
0,P02778,Q15653,CXCL10,NFKBIB
0,P02778,P07288,CXCL10,KLK3
0,P02778,Q9UQV4,CXCL10,LAMP3
0,P02778,P19838,CXCL10,NFKB1
0,P02778,Q9Y5J5,CXCL10,PHLDA3
0,P02778,P16989,CXCL10,YBX3
0,P02778,P09874,CXCL10,PARP1
0,P02778,Q9NRJ3,CXCL10,CCL28
0,P02778,Q16576,CXCL10,RBBP7
0,P02778,Q9UKW4,CXCL10,VAV3
0,P02778,P25963,CXCL10,NFKBIA
0,P02778,P55212,CXCL10,CASP6
0,P02778,Q00653,CXCL10,NFKB2
0,P02778,P35443,CXCL10,THBS4
0,P02778,P16109,CXCL10,SELP
0,P02778,P42830,CXCL10,CXCL5
0,P02778,Q99836,CXCL10,MYD88
0,P02778,P19875,CXCL10,CXCL2
0,P02778,Q9BYX4,CXCL10,IFIH1
0,P02778,Q9Y230,CXCL10,RUVBL2
0,P02778,Q9Y6Y9,CXCL10,LY96
0,P02778,P78410,CXCL10,BTN3A2
0,P02778,P25942,CXCL10,CD40
0,P02778,P21580,CXCL10,TNFAIP3
0,P02778,Q9Y4K3,CXCL10,TRAF6
0,P02778,P48960,CXCL10,CD97
0,P02778,P20719,CXCL10,HOXA5
0,P02778,Q00403,CXCL10,GTF2B
0,P02778,P50591,CXCL10,TNFSF10
0,P02778,Q9UDY8,CXCL10,MALT1
0,P02778,P05121,CXCL10,SERPINE1
0,P02778,Q9BZP6,CXCL10,CHIA
0,P02778,P80098,CXCL10,CCL7
0,P02778,Q96AH0,CXCL10,NABP1
0,P02778,Q13651,CXCL10,IL10RA
0,P02778,Q13547,CXCL10,HDAC1
0,P02778,Q8WYQ5,CXCL10,DGCR8
0,P02778,P17252,CXCL10,PRKCA
0,P02778,Q99616,CXCL10,CCL13
0,P02778,P04179,CXCL10,SOD2
0,P02778,P32246,CXCL10,CCR1
0,P02778,P23381,CXCL10,WARS
0,P02778,P36955,CXCL10,SERPINF1
0,P02778,Q92985,CXCL10,IRF7
0,P02778,Q92793,CXCL10,CREBBP
0,P02778,P14780,CXCL10,MMP9
0,P02778,P31749,CXCL10,AKT1
0,P02778,P19876,CXCL10,CXCL3
0,P02778,Q96AZ6,CXCL10,ISG20
0,P02778,P10720,CXCL10,PF4V1
0,P02778,P04234,CXCL10,CD3D
0,P02778,P38646,CXCL10,HSPA9
0,P02778,Q14201,CXCL10,BTG3
0,P02778,P49765,CXCL10,VEGFB
0,P02778,P06729,CXCL10,CD2
0,P02778,P08246,CXCL10,ELANE
0,P02778,P52292,CXCL10,KPNA2
0,P02778,P55773,CXCL10,CCL23
0,P02778,Q14164,CXCL10,IKBKE
0,P02778,Q9BYH8,CXCL10,NFKBIZ
0,P02778,P19474,CXCL10,TRIM21
0,P02778,Q9UBC3,CXCL10,DNMT3B
0,P02778,P25089,CXCL10,FPR3
0,P02778,P09913,CXCL10,IFIT2
0,P02778,P21980,CXCL10,TGM2
0,P02778,Q08211,CXCL10,DHX9
0,P02778,P08575,CXCL10,PTPRC
0,P02778,P47992,CXCL10,XCL1
0,P02778,Q9Y297,CXCL10,BTRC
0,P02778,P32248,CXCL10,CCR7
0,P02778,Q9HCK4,CXCL10,ROBO2
0,P02778,P04637,CXCL10,TP53
0,P02778,P49767,CXCL10,VEGFC
0,P02778,P29466,CXCL10,CASP1
0,P02778,P10147,CXCL10,CCL3
0,P02778,Q14191,CXCL10,WRN
0,P02778,Q8IYM9,CXCL10,TRIM22
0,P02778,P02778,CXCL10,CXCL10
0,P02778,Q92583,CXCL10,CCL17
0,P02778,P80075,CXCL10,CCL8
0,P02778,P20396,CXCL10,TRH
0,P02778,P07996,CXCL10,THBS1
0,P02778,Q5ZPR3,CXCL10,CD276
0,P02778,P13667,CXCL10,PDIA4
0,P02778,Q53QZ3,CXCL10,ARHGAP15
0,P02778,P27487,CXCL10,DPP4
0,P02778,Q99731,CXCL10,CCL19
0,P02778,P25774,CXCL10,CTSS
0,P02778,P07203,CXCL10,GPX1
0,P02778,Q04206,CXCL10,RELA
0,P02778,Q13164,CXCL10,MAPK7
0,P02778,P78556,CXCL10,CCL20
0,P02778,Q13489,CXCL10,BIRC3
0,P02778,P63261,CXCL10,ACTG1
0,P02778,P05362,CXCL10,ICAM1
0,P02778,Q15306,CXCL10,IRF4
0,P02778,P11142,CXCL10,HSPA8
0,P02778,Q96IY4,CXCL10,CPB2
0,P02778,P80162,CXCL10,CXCL6
0,P02778,P41279,CXCL10,MAP3K8
0,P02778,P80217,CXCL10,IFI35
0,P02778,P22749,CXCL10,GNLY
0,P02778,Q6MZN7,CXCL10,HCP5
0,P02778,Q9Y6N7,CXCL10,ROBO1
0,P02778,Q8N8U9,CXCL10,BMPER
0,P02778,P07858,CXCL10,CTSB
0,P02778,P51681,CXCL10,CCR5
0,P02778,P51671,CXCL10,CCL11
0,P02778,Q05639,CXCL10,EEF1A2
0,P02778,Q9HC29,CXCL10,NOD2
0,P02778,P13726,CXCL10,F3
0,P02778,Q13094,CXCL10,LCP2
0,P02778,Q08380,CXCL10,LGALS3BP
0,P02778,Q8WTP8,CXCL10,AEN
0,P02778,Q8WXG1,CXCL10,RSAD2
0,P02778,Q96PD4,CXCL10,IL17F
0,P02778,P48740,CXCL10,MASP1
0,P02778,Q96PP8,CXCL10,GBP5
0,P02778,P32455,CXCL10,GBP1
0,P02778,Q13287,CXCL10,NMI
0,P02778,P51677,CXCL10,CCR3
0,P02778,Q03169,CXCL10,TNFAIP2
0,P02778,P08572,CXCL10,COL4A2
0,P02778,Q9NP97,CXCL10,DYNLRB1
0,P02778,P13611,CXCL10,VCAN
0,P02778,Q96EY1,CXCL10,DNAJA3
0,P02778,P15692,CXCL10,VEGFA
0,P02778,P07204,CXCL10,THBD
0,P02778,P17947,CXCL10,SPI1
0,P02778,Q99650,CXCL10,OSMR
0,P02778,P10914,CXCL10,IRF1
0,P02778,P17301,CXCL10,ITGA2
0,P02778,P30040,CXCL10,ERP29
0,P02778,P61073,CXCL10,CXCR4
0,P02778,Q9HB58,CXCL10,SP110
0,P02778,P13500,CXCL10,CCL2
0,P02778,P04350,CXCL10,TUBB4A
0,P02778,P20160,CXCL10,AZU1
0,P02778,Q9Y618,CXCL10,NCOR2
0,P02778,Q96RU7,CXCL10,TRIB3
0,P02778,P28907,CXCL10,CD38
0,P02778,Q8IUX7,CXCL10,AEBP1
0,P02778,Q9P0V8,CXCL10,SLAMF8
0,P02778,Q04864,CXCL10,REL
0,P02778,P04839,CXCL10,CYBB
0,P02778,P61626,CXCL10,LYZ
0,P02778,Q8TCB0,CXCL10,IFI44
0,P02778,P29728,CXCL10,OAS2
0,P02778,Q9UL19,CXCL10,RARRES3
0,P02778,Q99469,CXCL10,STAC
0,P02778,P50281,CXCL10,MMP14
0,P02778,Q16082,CXCL10,HSPB2
0,P02778,P19971,CXCL10,TYMP
0,P02778,P16581,CXCL10,SELE
0,P02778,Q9NY25,CXCL10,CLEC5A
0,P02778,Q92750,CXCL10,TAF4B
0,P02778,Q92831,CXCL10,KAT2B
0,P02778,P40305,CXCL10,IFI27
0,P02778,Q07325,CXCL10,CXCL9
0,P02778,P30511,CXCL10,HLA-F
0,P02778,P28062,CXCL10,PSMB8
0,P02778,P42081,CXCL10,CD86
0,P02778,P22362,CXCL10,CCL1
0,P02778,Q29983,CXCL10,MICA
0,P02778,Q15646,CXCL10,OASL
0,P02778,Q14116,CXCL10,IL18
0,P02778,P09341,CXCL10,CXCL1
0,P02778,Q16270,CXCL10,IGFBP7
0,P02778,Q9UL46,CXCL10,PSME2
0,P02778,Q03518,CXCL10,TAP1
0,P02778,P09914,CXCL10,IFIT1
0,P02778,Q8N302,CXCL10,AGGF1
0,P02778,Q96FX2,CXCL10,DPH3
0,P02778,P23497,CXCL10,SP100
0,P02778,P09525,CXCL10,ANXA4
0,P02778,P28838,CXCL10,LAP3
0,P02778,P04792,CXCL10,HSPB1
0,P02778,P29459,CXCL10,IL12A
0,P02778,Q02556,CXCL10,IRF8
0,P02778,P30793,CXCL10,GCH1
0,P02778,P08047,CXCL10,SP1
0,P02778,P18065,CXCL10,IGFBP2
0,P02778,Q9UII4,CXCL10,HERC5
0,P02778,P32302,CXCL10,CXCR5
0,P02778,P24593,CXCL10,IGFBP5
0,P02778,P35968,CXCL10,KDR
0,P02778,P10145,CXCL10,CXCL8
0,P02778,P14316,CXCL10,IRF2
0,P02778,P28065,CXCL10,PSMB9
0,P02778,Q29980,CXCL10,MICB
0,P02778,P62158,CXCL10,-
0,P02778,P49682,CXCL10,CXCR3
0,P02778,Q16627,CXCL10,CCL14
0,P02778,Q53G44,CXCL10,IFI44L
0,P02778,Q09472,CXCL10,EP300
0,P02778,Q9Y258,CXCL10,CCL26
0,P02778,P13501,CXCL10,CCL5
0,P02778,Q9H0J9,CXCL10,PARP12
0,P02778,P42224,CXCL10,STAT1
0,P02778,P04150,CXCL10,NR3C1
0,P02778,P07437,CXCL10,TUBB
0,P02778,P47712,CXCL10,PLA2G4A
0,P02778,P37231,CXCL10,PPARG
0,P02778,P48061,CXCL10,CXCL12
0,P02778,Q14258,CXCL10,TRIM25
0,P02778,Q14790,CXCL10,CASP8
0,P02778,P07948,CXCL10,LYN
0,P02778,Q15813,CXCL10,TBCE
0,P02778,P17676,CXCL10,CEBPB
0,P02778,P41218,CXCL10,MNDA
0,P02778,P20592,CXCL10,MX2
0,P02778,P54578,CXCL10,USP14
0,P02778,Q9H2X0,CXCL10,CHRD
0,P02778,P16619,CXCL10,CCL3L1
0,P02778,Q16663,CXCL10,CCL15
0,P02778,Q8NHW4,CXCL10,CCL4L1
0,P02778,Q5JRA6,CXCL10,MIA3
0,P02778,Q8WXI4,CXCL10,ACOT11
0,P02778,Q9HCE7,CXCL10,SMURF1
0,P02778,P46934,CXCL10,NEDD4
0,P02778,Q8N441,CXCL10,FGFRL1
0,P02778,P09912,CXCL10,IFI6
0,P02778,Q38L21,CXCL10,CCR5
0,P02778,P78423,CXCL10,CX3CL1
0,P02778,P15153,CXCL10,RAC2
0,P02778,P05412,CXCL10,JUN
0,P02778,Q16581,CXCL10,C3AR1
0,P02778,Q8IY21,CXCL10,DDX60
0,P02778,P34931,CXCL10,HSPA1L
0,P02778,P05141,CXCL10,SLC25A5
0,P02778,Q15109,CXCL10,AGER
0,P02778,P05161,CXCL10,ISG15
0,P02778,P17693,CXCL10,HLA-G
0,P02778,P26038,CXCL10,MSN
0,P02790,P08709,HPX,F7
0,P02790,Q9NZD4,HPX,AHSP
0,P02790,P03951,HPX,F11
0,P02790,P06734,HPX,FCER2
0,P02790,Q14520,HPX,HABP2
0,P03952,P08311,KLKB1,CTSG
0,P03952,Q13387,KLKB1,MAPK8IP2
0,P03952,Q02556,KLKB1,IRF8
0,P03952,Q99650,KLKB1,OSMR
0,P03952,P49810,KLKB1,PSEN2
0,P03952,P15529,KLKB1,CD46
0,P03952,Q96NZ8,KLKB1,WFIKKN1
0,P03952,P10646,KLKB1,TFPI
0,P03952,P04070,KLKB1,PROC
0,P03952,Q00987,KLKB1,MDM2
0,P03952,Q8IWY4,KLKB1,SCUBE1
0,P04004,Q9H2D6,VTN,TRIOBP
0,P04004,Q5SW96,VTN,LDLRAP1
0,P04004,P35968,VTN,KDR
0,P04004,P11171,VTN,EPB41
0,P04004,P15498,VTN,VAV1
0,P04054,P23219,PLA2G1B,PTGS1
0,P04054,Q9NTI2,PLA2G1B,ATP8A2
0,P04085,Q96PD4,PDGFA,IL17F
0,P04085,Q9HB21,PDGFA,PLEKHA1
0,P04085,Q9UJU2,PDGFA,LEF1
0,P04085,Q9Y624,PDGFA,F11R
0,P04085,P06493,PDGFA,CDK1
0,P04085,P55073,PDGFA,DIO3
0,P04085,P36897,PDGFA,TGFBR1
0,P04150,Q16621,NR3C1,NFE2
0,P04150,P53567,NR3C1,CEBPG
0,P04150,Q9NZC7,NR3C1,WWOX
0,P04150,P08651,NR3C1,NFIC
0,P04150,Q9BY84,NR3C1,DUSP16
0,P04150,Q96T58,NR3C1,SPEN
0,P04150,Q13501,NR3C1,SQSTM1
0,P04150,P38646,NR3C1,HSPA9
0,P04150,P35228,NR3C1,NOS2
0,P04150,Q15532,NR3C1,SS18
0,P04150,Q7Z2E3,NR3C1,APTX
0,P04150,Q01201,NR3C1,RELB
0,P04150,P27986,NR3C1,PIK3R1
0,P04150,Q96IF1,NR3C1,AJUBA
0,P04150,Q14764,NR3C1,MVP
0,P04150,P30307,NR3C1,CDC25C
0,P04150,Q02447,NR3C1,SP3
0,P04150,P12235,NR3C1,SLC25A4
0,P04150,Q99558,NR3C1,MAP3K14
0,P04150,P09429,NR3C1,HMGB1
0,P04150,P15408,NR3C1,FOSL2
0,P04150,P46060,NR3C1,RANGAP1
0,P04150,P55055,NR3C1,NR1H2
0,P04150,P15172,NR3C1,MYOD1
0,P04150,Q9Y5X4,NR3C1,NR2E3
0,P04150,P14625,NR3C1,HSP90B1
0,P04150,P06454,NR3C1,PTMA
0,P04150,P25963,NR3C1,NFKBIA
0,P04150,Q96RN5,NR3C1,MED15
0,P04150,P14859,NR3C1,POU2F1
0,P04150,P49715,NR3C1,CEBPA
0,P04150,Q96PK6,NR3C1,RBM14
0,P04150,P30153,NR3C1,PPP2R1A
0,P04150,P22301,NR3C1,IL10
0,P04150,Q07666,NR3C1,KHDRBS1
0,P04150,Q07869,NR3C1,PPARA
0,P04150,Q92932,NR3C1,PTPRN2
0,P04150,P36897,NR3C1,TGFBR1
0,P04150,P45983,NR3C1,MAPK8
0,P04150,Q96PM5,NR3C1,RCHY1
0,P04150,P27448,NR3C1,MARK3
0,P04150,Q9UBN7,NR3C1,HDAC6
0,P04150,Q14207,NR3C1,NPAT
0,P04150,Q9H5N1,NR3C1,RABEP2
0,P04179,P12955,SOD2,PEPD
0,P04179,Q86VW0,SOD2,SESTD1
0,P04179,Q9H1K0,SOD2,RBSN
0,P04216,P06313,THY1,-
0,P04216,Q08043,THY1,ACTN3
0,P04216,P20701,THY1,ITGAL
0,P04216,Q05397,THY1,PTK2
0,P04216,Q8IWV2,THY1,CNTN4
0,P04216,P51805,THY1,PLXNA3
0,P04216,P47992,THY1,XCL1
0,P04216,Q9UMS4,THY1,PRPF19
0,P04216,P51685,THY1,CCR8
0,P04216,Q9BZR6,THY1,RTN4R
0,P04216,P56177,THY1,DLX1
0,P04216,P26441,THY1,CNTF
0,P04216,Q9UNA1,THY1,ARHGAP26
0,P04216,P55287,THY1,CDH11
0,P04216,Q04759,THY1,PRKCQ
0,P04216,P30450,THY1,HLA-A
0,P04216,P07358,THY1,C8B
0,P04216,P12018,THY1,VPREB1
0,P04216,Q9HCU0,THY1,CD248
0,P04216,P30459,THY1,HLA-A
0,P04216,Q16650,THY1,TBR1
0,P04216,P06331,THY1,IGHV4-34
0,P04225,Q30154,-,HLA-DRB5
0,P04229,P30505,HLA-DRB1,HLA-C
0,P04229,Q29718,HLA-DRB1,HLA-B
0,P04233,P08575,CD74,PTPRC
0,P04233,P24593,CD74,IGFBP5
0,P04233,Q96HU1,CD74,SGSM3
0,P04233,Q9P2R6,CD74,RERE
0,P04233,P25105,CD74,PTAFR
0,P04233,Q8N5P1,CD74,ZC3H8
0,P04233,Q9Y275,CD74,TNFSF13B
0,P04233,Q9Y678,CD74,COPG1
0,P04233,P14778,CD74,IL1R1
0,P04233,P06239,CD74,LCK
0,P04233,Q92667,CD74,AKAP1
0,P04233,P49238,CD74,CX3CR1
0,P04233,P16885,CD74,PLCG2
0,P04233,P17693,CD74,HLA-G
0,P04233,Q9Y6Y9,CD74,LY96
0,P04233,Q9GZP0,CD74,PDGFD
0,P04233,P35579,CD74,MYH9
0,P04233,Q9P2A4,CD74,ABI3
0,P04233,P0C0L5,CD74,C4B
0,P04233,P30040,CD74,ERP29
0,P04233,P35968,CD74,KDR
0,P04233,P13747,CD74,HLA-E
0,P04234,Q13291,CD3D,SLAMF1
0,P04234,Q9Y6Y9,CD3D,LY96
0,P04234,P30273,CD3D,FCER1G
0,P04234,P30101,CD3D,PDIA3
0,P04234,Q14761,CD3D,PTPRCAP
0,P04234,Q92608,CD3D,DOCK2
0,P04350,Q92561,TUBB4A,PHYHIP
0,P04350,P62158,TUBB4A,-
0,P04350,Q99836,TUBB4A,MYD88
0,P04350,Q70Z44,TUBB4A,HTR3D
0,P04350,P51398,TUBB4A,DAP3
0,P04350,P08670,TUBB4A,VIM
0,P04350,Q93008,TUBB4A,USP9X
0,P04350,Q07021,TUBB4A,C1QBP
0,P04350,Q9HC77,TUBB4A,CENPJ
0,P04350,Q9UPY6,TUBB4A,WASF3
0,P04350,Q13131,TUBB4A,PRKAA1
0,P04350,Q6TCH4,TUBB4A,PAQR6
0,P04350,P54652,TUBB4A,HSPA2
0,P04350,Q13451,TUBB4A,FKBP5
0,P04350,Q9Y6Q6,TUBB4A,TNFRSF11A
0,P04350,P07910,TUBB4A,HNRNPC
0,P04350,P19338,TUBB4A,NCL
0,P04350,P19525,TUBB4A,EIF2AK2
0,P04350,P05067,TUBB4A,APP
0,P04350,Q14790,TUBB4A,CASP8
0,P04350,P27635,TUBB4A,RPL10
0,P04350,Q93034,TUBB4A,CUL5
0,P04350,Q8TAQ2,TUBB4A,SMARCC2
0,P04350,P62753,TUBB4A,RPS6
0,P04350,P28482,TUBB4A,MAPK1
0,P04350,P23515,TUBB4A,OMG
0,P04350,Q9Y6U3,TUBB4A,SCIN
0,P04350,P98170,TUBB4A,XIAP
0,P04350,P21333,TUBB4A,FLNA
0,P04350,Q9HAV5,TUBB4A,EDA2R
0,P04350,Q15773,TUBB4A,MLF2
0,P04350,P27348,TUBB4A,YWHAQ
0,P04439,Q6UX27,HLA-A,VSTM1
0,P04439,P83593,HLA-A,-
0,P04439,P30464,HLA-A,HLA-B
0,P04439,Q9NZC2,HLA-A,TREM2
0,P04439,Q8NHL6,HLA-A,LILRB1
0,P04440,P11215,HLA-DPB1,ITGAM
0,P04440,P40200,HLA-DPB1,CD96
0,P04440,Q9NY15,HLA-DPB1,STAB1
0,P04440,P30447,HLA-DPB1,HLA-A
0,P04440,P30457,HLA-DPB1,HLA-A
0,P04440,Q6H3X3,HLA-DPB1,RAET1G
0,P04440,P55008,HLA-DPB1,AIF1
0,P04440,Q93063,HLA-DPB1,EXT2
0,P04440,Q92637,HLA-DPB1,FCGR1B
0,P04440,P05362,HLA-DPB1,ICAM1
0,P04440,Q96DN2,HLA-DPB1,VWCE
0,P04440,P09326,HLA-DPB1,CD48
0,P04440,P10316,HLA-DPB1,HLA-A
0,P04440,Q07000,HLA-DPB1,HLA-C
0,P04440,Q29980,HLA-DPB1,MICB
0,P04440,P55899,HLA-DPB1,FCGRT
0,P04440,P12544,HLA-DPB1,GZMA
0,P04440,Q13651,HLA-DPB1,IL10RA
0,P04440,Q9HD34,HLA-DPB1,LYRM4
0,P04440,P11049,HLA-DPB1,CD37
0,P04440,P08575,HLA-DPB1,PTPRC
0,P04440,P05534,HLA-DPB1,HLA-A
0,P04440,P13747,HLA-DPB1,HLA-E
0,P04440,P26842,HLA-DPB1,CD27
0,P04440,P30460,HLA-DPB1,HLA-B
0,P04440,Q31612,HLA-DPB1,HLA-B
0,P04440,Q95604,HLA-DPB1,HLA-C
0,P04440,Q53QZ3,HLA-DPB1,ARHGAP15
0,P04440,P12319,HLA-DPB1,FCER1A
0,P04440,P30450,HLA-DPB1,HLA-A
0,P04440,P10321,HLA-DPB1,HLA-C
0,P04440,P30483,HLA-DPB1,HLA-B
0,P04440,P62699,HLA-DPB1,YPEL5
0,P04440,Q9H871,HLA-DPB1,RMND5A
0,P04440,P28068,HLA-DPB1,HLA-DMB
0,P04440,P30505,HLA-DPB1,HLA-C
0,P04440,Q9H2W1,HLA-DPB1,MS4A6A
0,P04440,Q07325,HLA-DPB1,CXCL9
0,P04440,Q96S59,HLA-DPB1,RANBP9
0,P04440,Q08881,HLA-DPB1,ITK
0,P04440,Q15654,HLA-DPB1,TRIP6
0,P04440,P30487,HLA-DPB1,HLA-B
0,P04440,Q30154,HLA-DPB1,HLA-DRB5
0,P04440,P49863,HLA-DPB1,GZMK
0,P04440,Q01201,HLA-DPB1,RELB
0,P04440,Q02297,HLA-DPB1,NRG1
0,P04440,P06340,HLA-DPB1,HLA-DOA
0,P04440,P05538,HLA-DPB1,HLA-DQB2
0,P04440,P24557,HLA-DPB1,TBXAS1
0,P04440,Q8TDQ1,HLA-DPB1,CD300LF
0,P04440,Q5KU26,HLA-DPB1,COLEC12
0,P04440,P30508,HLA-DPB1,HLA-C
0,P04440,Q9BRK4,HLA-DPB1,LZTS2
0,P04440,P10319,HLA-DPB1,HLA-B
0,P04440,Q9P0V8,HLA-DPB1,SLAMF8
0,P04440,Q30201,HLA-DPB1,HFE
0,P04440,Q9NZC2,HLA-DPB1,TREM2
0,P04440,P32455,HLA-DPB1,GBP1
0,P04440,Q86VB7,HLA-DPB1,CD163
0,P04440,P30464,HLA-DPB1,HLA-B
0,P04440,Q9BQB4,HLA-DPB1,SOST
0,P04440,Q04826,HLA-DPB1,HLA-B
0,P04440,P30511,HLA-DPB1,HLA-F
0,P04440,Q9NSI8,HLA-DPB1,SAMSN1
0,P04440,Q14314,HLA-DPB1,FGL2
0,P04440,P30495,HLA-DPB1,HLA-B
0,P04440,Q9BX59,HLA-DPB1,TAPBPL
0,P04440,Q95460,HLA-DPB1,MR1
0,P04440,P20333,HLA-DPB1,TNFRSF1B
0,P04440,Q08AS3,HLA-DPB1,HLA-DQA1
0,P04440,Q5Y7D2,HLA-DPB1,HLA-DQA2
0,P04440,Q6P9H5,HLA-DPB1,GIMAP6
0,P04440,Q8TD07,HLA-DPB1,RAET1E
0,P04440,Q9NQ25,HLA-DPB1,SLAMF7
0,P04440,Q6GTX8,HLA-DPB1,LAIR1
0,P04440,P10124,HLA-DPB1,SRGN
0,P04440,P13760,HLA-DPB1,HLA-DRB1
0,P04440,Q6VN20,HLA-DPB1,RANBP10
0,P04440,P05107,HLA-DPB1,ITGB2
0,P04440,P30486,HLA-DPB1,HLA-B
0,P04440,Q92956,HLA-DPB1,TNFRSF14
0,P04440,P06126,HLA-DPB1,CD1A
0,P04440,P30456,HLA-DPB1,HLA-A
0,P04440,Q9NQC3,HLA-DPB1,RTN4
0,P04440,P30492,HLA-DPB1,HLA-B
0,P04440,Q9UMR7,HLA-DPB1,CLEC4A
0,P04440,P18465,HLA-DPB1,HLA-B
