,Uniprot AC ID Interactor A,Uniprot AC ID Interactor B,Official Symbol Interactor A,Official Symbol Interactor B
0,P20827,Q8WZ75,EFNA1,ROBO4
0,P20827,Q96MS0,EFNA1,ROBO3
0,P20827,Q9Y219,EFNA1,JAG2
0,P20827,Q99075,EFNA1,HBEGF
0,P20908,Q8N436,COL5A1,CPXM2
0,P20908,Q9HCN6,COL5A1,GP6
0,P20908,P43405,COL5A1,SYK
0,P20916,P54803,MAG,GALC
0,P20963,Q14289,CD247,PTK2B
0,P20963,P36544,CD247,CHRNA7
0,P20963,P22681,CD247,CBL
0,P20963,P31994,CD247,FCGR2B
0,P20963,Q9Y6W8,CD247,ICOS
0,P21333,Q96RD7,FLNA,PANX1
0,P21333,Q9BUF5,FLNA,TUBB6
0,P21333,Q16558,FLNA,KCNMB1
0,P21333,P26006,FLNA,ITGA3
0,P21333,Q13045,FLNA,FLII
0,P21333,P63000,FLNA,RAC1
0,P21333,Q9Y6K9,FLNA,IKBKG
0,P21333,P56192,FLNA,MARS
0,P21333,Q9UQP3,FLNA,TNN
0,P21333,Q08380,FLNA,LGALS3BP
0,P21333,P62993,FLNA,GRB2
0,P21333,P30305,FLNA,CDC25B
0,P21333,Q96BI3,FLNA,APH1A
0,P21333,P39023,FLNA,RPL3
0,P21333,Q9NVD7,FLNA,PARVA
0,P21333,P29320,FLNA,EPHA3
0,P21333,P49765,FLNA,VEGFB
0,P21333,P31749,FLNA,AKT1
0,P21333,Q00610,FLNA,CLTC
0,P21333,Q92729,FLNA,PTPRU
0,P21333,Q9BPX5,FLNA,ARPC5L
0,P21333,Q01973,FLNA,ROR1
0,P21333,Q14257,FLNA,RCN2
0,P21333,Q9H0Z9,FLNA,RBM38
0,P21333,Q02246,FLNA,CNTN2
0,P21333,Q03135,FLNA,CAV1
0,P21333,Q5T5U3,FLNA,ARHGAP21
0,P21333,Q13574,FLNA,DGKZ
0,P21333,P46934,FLNA,NEDD4
0,P21333,P30050,FLNA,RPL12
0,P21333,P52565,FLNA,ARHGDIA
0,P21333,P56945,FLNA,BCAR1
0,P21333,Q16644,FLNA,MAPKAPK3
0,P21333,Q6P3W7,FLNA,SCYL2
0,P21333,Q9ULH1,FLNA,ASAP1
0,P21333,Q9NS23,FLNA,RASSF1
0,P21333,Q9NSC5,FLNA,HOMER3
0,P21333,Q93062,FLNA,RBPMS
0,P21333,Q6IA86,FLNA,ELP2
0,P21333,Q92835,FLNA,INPP5D
0,P21333,Q9BQG0,FLNA,MYBBP1A
0,P21333,Q14999,FLNA,CUL7
0,P21333,Q9UBK9,FLNA,UXT
0,P21333,Q96EV8,FLNA,DTNBP1
0,P21333,P35244,FLNA,RPA3
0,P21333,P35462,FLNA,DRD3
0,P21333,Q9H4M9,FLNA,EHD1
0,P21333,P51805,FLNA,PLXNA3
0,P21333,Q9Y2W7,FLNA,KCNIP3
0,P21333,P49450,FLNA,CENPA
0,P21333,P49841,FLNA,GSK3B
0,P21333,P62906,FLNA,RPL10A
0,P21333,Q13153,FLNA,PAK1
0,P21333,Q15758,FLNA,SLC1A5
0,P21333,Q96EY1,FLNA,DNAJA3
0,P21333,Q00325,FLNA,SLC25A3
0,P21333,Q13242,FLNA,SRSF9
0,P21333,Q9Y2U5,FLNA,MAP3K2
0,P21333,Q13094,FLNA,LCP2
0,P21333,Q15375,FLNA,EPHA7
0,P21333,Q9UM54,FLNA,MYO6
0,P21333,Q8WXH0,FLNA,SYNE2
0,P21333,P62995,FLNA,TRA2B
0,P21333,Q9NRD5,FLNA,PICK1
0,P21333,Q9H0R8,FLNA,GABARAPL1
0,P21333,P62158,FLNA,-
0,P21333,Q9H9G7,FLNA,AGO3
0,P21333,P35613,FLNA,BSG
0,P21333,Q9NPE3,FLNA,NOP10
0,P21333,P98160,FLNA,HSPG2
0,P21333,Q15942,FLNA,ZYX
0,P21333,Q13557,FLNA,CAMK2D
0,P21333,Q9NY15,FLNA,STAB1
0,P21333,Q00987,FLNA,MDM2
0,P21333,P54760,FLNA,EPHB4
0,P21333,Q15051,FLNA,IQCB1
0,P21333,P27169,FLNA,PON1
0,P21333,Q9UL26,FLNA,RAB22A
0,P21333,Q9P2M7,FLNA,CGN
0,P21333,Q92542,FLNA,NCSTN
0,P21333,P62888,FLNA,RPL30
0,P21333,Q13438,FLNA,OS9
0,P21333,Q9Y6M1,FLNA,IGF2BP2
0,P21333,P36873,FLNA,PPP1CC
0,P21333,Q8WX93,FLNA,PALLD
0,P21333,Q08722,FLNA,CD47
0,P21333,Q14289,FLNA,PTK2B
0,P21333,Q9UQ26,FLNA,RIMS2
0,P21333,P55268,FLNA,LAMB2
0,P21333,Q6UW63,FLNA,KDELC1
0,P21333,Q9H0E2,FLNA,TOLLIP
0,P21333,P39656,FLNA,DDOST
0,P21333,Q8WXD0,FLNA,RXFP2
0,P21333,Q9NRC8,FLNA,SIRT7
0,P21359,Q92766,NF1,RREB1
0,P21359,Q8TC76,NF1,FAM110B
0,P21359,Q06587,NF1,RING1
0,P21359,Q9HCB6,NF1,SPON1
0,P21359,Q9H0N0,NF1,RAB6C
0,P21359,Q7Z698,NF1,SPRED2
0,P21359,Q9NYR9,NF1,NKIRAS2
0,P21359,Q9Y272,NF1,RASD1
0,P21359,Q15717,NF1,ELAVL1
0,P21462,P41145,FPR1,OPRK1
0,P21462,P41143,FPR1,OPRD1
0,P21580,Q14164,TNFAIP3,IKBKE
0,P21580,Q00839,TNFAIP3,HNRNPU
0,P21580,P43489,TNFAIP3,TNFRSF4
0,P21580,Q9UL19,TNFAIP3,RARRES3
0,P21580,Q9UHD2,TNFAIP3,TBK1
0,P21580,Q9Y265,TNFAIP3,RUVBL1
0,P21580,P42704,TNFAIP3,LRPPRC
0,P21580,Q9BWT7,TNFAIP3,CARD10
0,P21580,Q96NE9,TNFAIP3,FRMD6
0,P21580,Q9NYJ8,TNFAIP3,TAB2
0,P21580,Q96PU5,TNFAIP3,NEDD4L
0,P21580,Q86VP1,TNFAIP3,TAX1BP1
0,P21580,Q96BH1,TNFAIP3,RNF25
0,P21580,Q15287,TNFAIP3,RNPS1
0,P21580,Q5T1R4,TNFAIP3,HIVEP3
0,P21580,Q8TBC3,TNFAIP3,SHKBP1
0,P21580,Q96TC7,TNFAIP3,RMDN3
0,P21580,Q9H3F6,TNFAIP3,KCTD10
0,P21580,Q92934,TNFAIP3,BAD
0,P21580,P63104,TNFAIP3,YWHAZ
0,P21580,Q9UQ35,TNFAIP3,SRRM2
0,P21580,Q9BYM8,TNFAIP3,RBCK1
0,P21580,P27448,TNFAIP3,MARK3
0,P21675,P28360,TAF1,MSX1
0,P21675,Q9UM54,TAF1,MYO6
0,P21675,Q9Y6B2,TAF1,EID1
0,P21730,P21918,C5AR1,DRD5
0,P21730,P30411,C5AR1,BDKRB2
0,P21730,Q16548,C5AR1,BCL2A1
0,P21730,Q03405,C5AR1,PLAUR
0,P21730,P43405,C5AR1,SYK
0,P21781,P55075,FGF7,FGF8
0,P21781,P56706,FGF7,WNT7B
0,P21781,Q8WZ42,FGF7,TTN
0,P21781,Q13705,FGF7,ACVR2B
0,P21781,Q9NZN1,FGF7,IL1RAPL1
0,P21781,Q9UHD8,FGF7,9-Sep
0,P21802,Q99683,FGFR2,MAP3K5
0,P21802,Q14004,FGFR2,CDK13
0,P21802,Q2TVT4,FGFR2,-
0,P21802,Q15256,FGFR2,PTPRR
0,P21802,Q13418,FGFR2,ILK
0,P21802,Q5DX21,FGFR2,IGSF11
0,P21802,Q9NYA4,FGFR2,MTMR4
0,P21802,P26022,FGFR2,PTX3
0,P21810,Q9NRM1,BGN,ENAM
0,P21810,Q9BXN1,BGN,ASPN
0,P21810,Q02388,BGN,COL7A1
0,P21817,Q12797,RYR1,ASPH
0,P21817,P35499,RYR1,SCN4A
0,P21817,Q9HDC5,RYR1,JPH1
0,P21817,Q14324,RYR1,MYBPC2
0,P22003,P27037,BMP5,ACVR2A
0,P22105,Q8N126,TNXB,CADM3
0,P22105,Q6PIW4,TNXB,FIGNL1
0,P22105,P60568,TNXB,IL2
0,P22301,Q01974,IL10,ROR2
0,P22301,Q00887,IL10,PSG9
0,P22301,Q00613,IL10,HSF1
0,P22301,P68871,IL10,HBB
0,P22301,Q96KP6,IL10,TNIP3
0,P22301,P60484,IL10,PTEN
0,P22301,Q495A1,IL10,TIGIT
0,P22301,P35968,IL10,KDR
0,P22301,Q15306,IL10,IRF4
0,P22301,Q8IUD6,IL10,RNF135
0,P22301,Q9BRK3,IL10,MXRA8
0,P22301,Q13568,IL10,IRF5
0,P22362,P51681,CCL1,CCR5
0,P22455,P33681,FGFR4,CD80
0,P22455,P63244,FGFR4,RACK1
0,P22455,Q76MJ5,FGFR4,ERN2
0,P22455,Q8WZ42,FGFR4,TTN
0,P22455,Q5JZY3,FGFR4,EPHA10
0,P22455,Q13163,FGFR4,MAP2K5
0,P22455,Q13705,FGFR4,ACVR2B
0,P22455,Q08881,FGFR4,ITK
0,P22557,P36551,ALAS2,CPOX
0,P22557,P53611,ALAS2,RABGGTB
0,P22681,P30305,CBL,CDC25B
0,P22681,Q92974,CBL,ARHGEF2
0,P22681,Q5SW79,CBL,CEP170
0,P22681,Q14118,CBL,DAG1
0,P22681,Q04695,CBL,KRT17
0,P22681,Q07889,CBL,SOS1
0,P22681,Q96SB4,CBL,SRPK1
0,P22681,P23469,CBL,PTPRE
0,P22681,Q9UKG1,CBL,APPL1
0,P22681,Q9C004,CBL,SPRY4
0,P22681,Q16584,CBL,MAP3K11
0,P22681,Q06418,CBL,TYRO3
0,P22681,P62330,CBL,ARF6
0,P22681,Q13196,CBL,p72syk
0,P22681,Q9Y6K9,CBL,IKBKG
0,P22681,Q9UM73,CBL,ALK
0,P22692,Q9BZZ2,IGFBP4,SIGLEC1
0,P22692,Q9GZV5,IGFBP4,WWTR1
0,P22749,P41218,GNLY,MNDA
0,P22794,Q07108,EVI2A,CD69
0,P22894,P80162,MMP8,CXCL6
0,P23142,Q02641,FBLN1,CACNB1
0,P23142,Q5T686,FBLN1,AVPI1
0,P23142,P35625,FBLN1,TIMP3
0,P23381,Q9UGJ0,WARS,PRKAG2
0,P23396,Q13765,RPS3,NACA
0,P23396,P54577,RPS3,YARS
0,P23396,Q15208,RPS3,STK38
0,P23396,P31483,RPS3,TIA1
0,P23396,Q9P0J6,RPS3,MRPL36
0,P23396,P55075,RPS3,FGF8
0,P23396,P41223,RPS3,BUD31
0,P23396,Q8NDX5,RPS3,PHC3
0,P23396,P68400,RPS3,CSNK2A1
0,P23396,Q9NY93,RPS3,DDX56
0,P23396,P36543,RPS3,ATP6V1E1
0,P23396,P62987,RPS3,UBA52
0,P23396,Q13114,RPS3,TRAF3
0,P23396,Q05513,RPS3,PRKCZ
0,P23396,Q147X3,RPS3,NAA30
0,P23396,Q8NFZ5,RPS3,TNIP2
0,P23396,P60520,RPS3,GABARAPL2
0,P23396,Q6PKG0,RPS3,LARP1
0,P23396,P62805,RPS3,HIST1H4A
0,P23396,Q9HCE7,RPS3,SMURF1
0,P23396,Q99848,RPS3,EBNA1BP2
0,P23396,P54819,RPS3,AK2
0,P23396,Q13616,RPS3,CUL1
0,P23396,Q16526,RPS3,CRY1
0,P23396,Q02878,RPS3,RPL6
0,P23396,Q9NP85,RPS3,NPHS2
0,P23396,Q13418,RPS3,ILK
0,P23396,Q14257,RPS3,RCN2
0,P23396,Q15025,RPS3,TNIP1
0,P23396,P55735,RPS3,SEC13
0,P23396,P60842,RPS3,EIF4A1
0,P23396,Q9H7B2,RPS3,RPF2
0,P23396,Q9P0I2,RPS3,EMC3
0,P23396,Q5S007,RPS3,LRRK2
0,P23396,P82933,RPS3,MRPS9
0,P23396,Q86VP6,RPS3,CAND1
0,P23396,Q9NW08,RPS3,POLR3B
0,P23396,Q00610,RPS3,CLTC
0,P23396,Q9NYJ8,RPS3,TAB2
0,P23396,P62424,RPS3,RPL7A
0,P23458,Q8N5H7,JAK1,SH2D3C
0,P23458,Q15796,JAK1,SMAD2
0,P23458,Q96N16,JAK1,JAKMIP1
0,P23458,Q92529,JAK1,SHC3
0,P23458,Q7Z3U7,JAK1,MON2
0,P23458,Q7Z6J0,JAK1,SH3RF1
0,P23468,Q5VTT5,PTPRD,MYOM3
0,P23469,Q6PIZ9,PTPRE,TRAT1
0,P23469,P40189,PTPRE,IL6ST
0,P23497,Q9HAJ7,SP100,SAP30L
0,P23497,Q12933,SP100,TRAF2
0,P23497,P63165,SP100,SUMO1
0,P23497,Q16665,SP100,HIF1A
0,P23497,P27797,SP100,CALR
0,P23497,P52657,SP100,GTF2A2
0,P23497,Q59GP6,SP100,Polyhomeotic-like protein 1 variant
0,P23497,Q7Z2W4,SP100,ZC3HAV1
0,P23497,Q8IUX4,SP100,APOBEC3F
0,P23497,Q01664,SP100,TFAP4
0,P23497,Q9NS56,SP100,TOPORS
0,P23497,Q9UBU9,SP100,NXF1
0,P23497,Q9UBT2,SP100,UBA2
0,P23497,Q13148,SP100,TARDBP
0,P23497,Q8WZ75,SP100,ROBO4
0,P23497,Q6KC79,SP100,NIPBL
0,P23497,P38398,SP100,BRCA1
0,P23497,P63146,SP100,UBE2B
0,P23497,Q9NQC7,SP100,CYLD
0,P23508,Q9UHV9,MCC,PFDN2
0,P23508,Q8WX93,MCC,PALLD
0,P23508,P61019,MCC,RAB2A
0,P23508,P61964,MCC,WDR5
0,P23508,P51955,MCC,NEK2
0,P23508,P68402,MCC,PAFAH1B2
0,P23508,Q9UBT2,MCC,UBA2
0,P23771,Q9UL17,GATA3,TBX21
0,P23771,Q01826,GATA3,SATB1
0,P23946,Q9BZJ3,CMA1,TPSD1
0,P24043,Q13753,LAMA2,LAMC2
0,P24043,Q5JY77,LAMA2,GPRASP1
0,P24043,Q9UQP3,LAMA2,TNN
0,P24071,P67775,FCAR,PPP2CA
0,P24071,P42357,FCAR,HAL
0,P24071,Q8TDQ1,FCAR,CD300LF
0,P24158,Q14116,PRTN3,IL18
0,P24158,Q04206,PRTN3,RELA
0,P24158,Q9Y5Y6,PRTN3,ST14
0,P24158,Q9Y6M0,PRTN3,PRSS21
0,P24158,P49913,PRTN3,CAMP
0,P24347,Q9BRK3,MMP11,MXRA8
0,P24347,Q9ULZ9,MMP11,MMP17
0,P24394,Q92692,IL4R,NECTIN2
0,P24394,Q8NHL6,IL4R,LILRB1
0,P24394,Q8NHJ6,IL4R,LILRB4
0,P24394,Q7Z628,IL4R,NET1
0,P24394,Q05513,IL4R,PRKCZ
0,P24394,Q96KC2,IL4R,ARL5B
0,P24394,Q9H6D8,IL4R,FNDC4
0,P24394,Q14623,IL4R,IHH
0,P24394,Q14116,IL4R,IL18
0,P24394,P26842,IL4R,CD27
0,P24394,P25942,IL4R,CD40
0,P24394,Q9NYH9,IL4R,UTP6
0,P24394,P43629,IL4R,KIR3DL1
0,P24394,Q8NET5,IL4R,NFAM1
0,P24394,Q99665,IL4R,IL12RB2
0,P24394,P29353,IL4R,SHC1
0,P24394,P43628,IL4R,KIR2DL3
0,P24394,Q9UBD9,IL4R,CLCF1
0,P24394,Q4KMG0,IL4R,CDON
0,P24394,P42701,IL4R,IL12RB1
0,P24394,Q8WXW3,IL4R,PIBF1
0,P24394,Q6PJF5,IL4R,RHBDF2
0,P24394,P27986,IL4R,PIK3R1
0,P24394,P35568,IL4R,IRS1
0,P24394,Q9NZQ7,IL4R,CD274
0,P24394,Q9Y279,IL4R,VSIG4
0,P24394,Q6UXL0,IL4R,IL20RB
0,P24394,Q9P1W8,IL4R,SIRPG
0,P24394,Q8NI17,IL4R,IL31RA
0,P24394,Q15306,IL4R,IRF4
0,P24394,Q13705,IL4R,ACVR2B
0,P24394,Q8N6P7,IL4R,IL22RA1
0,P24394,P24394,IL4R,IL4R
0,P24394,Q9HBE4,IL4R,IL21
0,P24394,Q5VTT5,IL4R,MYOM3
0,P24394,Q9UNE7,IL4R,STUB1
0,P24394,Q9HCN6,IL4R,GP6
0,P24394,Q9Y4H2,IL4R,IRS2
0,P24394,P36894,IL4R,BMPR1A
0,P24394,Q08379,IL4R,GOLGA2
0,P24394,Q9BWV1,IL4R,BOC
0,P24394,Q96HE9,IL4R,PRR11
0,P24394,Q99640,IL4R,PKMYT1
0,P24394,P43626,IL4R,KIR2DL1
0,P24394,Q92835,IL4R,INPP5D
0,P24394,Q9NQ25,IL4R,SLAMF7
0,P24394,Q53EP0,IL4R,FNDC3B
0,P24394,P26441,IL4R,CNTF
0,P24394,P42081,IL4R,CD86
0,P24394,Q14943,IL4R,KIR3DS1
0,P24394,P40238,IL4R,MPL
0,P24394,Q9UM73,IL4R,ALK
0,P24394,Q92993,IL4R,KAT5
0,P24394,Q13477,IL4R,MADCAM1
0,P24394,P34972,IL4R,CNR2
0,P24394,Q9C0K0,IL4R,BCL11B
0,P24394,Q9NPF7,IL4R,IL23A
0,P24394,Q9UQC2,IL4R,GAB2
0,P24394,Q13651,IL4R,IL10RA
0,P24394,Q9HBE5,IL4R,IL21R
0,P24394,P29965,IL4R,CD40LG
0,P24394,Q6UVM3,IL4R,KCNT2
0,P24394,P54760,IL4R,EPHB4
0,P24394,P29597,IL4R,TYK2
0,P24394,Q15762,IL4R,CD226
0,P24394,Q8N3K9,IL4R,CMYA5
0,P24394,P60568,IL4R,IL2
0,P24394,P40189,IL4R,IL6ST
0,P24394,Q9HCK4,IL4R,ROBO2
0,P24394,P62993,IL4R,GRB2
0,P24394,Q9Y397,IL4R,ZDHHC9
0,P24394,Q13190,IL4R,STX5
0,P24394,Q8NEV9,IL4R,IL27
0,P24394,P35225,IL4R,IL13
0,P24394,Q8WUT4,IL4R,LRRN4
0,P24394,Q9ULV8,IL4R,CBLC
0,P24394,Q99062,IL4R,CSF3R
0,P24394,P33681,IL4R,CD80
0,P24394,Q06124,IL4R,PTPN11
0,P24394,Q9Y4K3,IL4R,TRAF6
0,P24394,P78552,IL4R,IL13RA1
0,P24394,P52333,IL4R,JAK3
0,P24394,Q92859,IL4R,NEO1
0,P24394,Q92752,IL4R,TNR
0,P24394,P29459,IL4R,IL12A
0,P24394,Q8ND94,IL4R,LRRN4CL
0,P24394,Q5ZPR3,IL4R,CD276
0,P24394,Q86XL3,IL4R,ANKLE2
0,P24394,Q8N423,IL4R,LILRB2
0,P24394,P63244,IL4R,RACK1
0,P24394,Q9BQ51,IL4R,PDCD1LG2
0,P24394,Q14954,IL4R,KIR2DS1
0,P24394,P36888,IL4R,FLT3
0,P24394,Q9Y6N7,IL4R,ROBO1
0,P24394,Q00653,IL4R,NFKB2
0,P24394,Q15465,IL4R,SHH
0,P24394,Q969Z4,IL4R,RELT
0,P24394,Q14774,IL4R,HLX
0,P24394,Q14213,IL4R,EBI3
0,P24394,P42336,IL4R,PIK3CA
0,P24394,Q6ZTA4,IL4R,TRIM67
0,P24394,Q8IWV2,IL4R,CNTN4
0,P24394,Q9UKJ1,IL4R,PILRA
0,P24394,P43146,IL4R,DCC
0,P24394,Q6UWB1,IL4R,IL27RA
0,P24394,P37173,IL4R,TGFBR2
0,P24394,Q9HBG7,IL4R,LY9
0,P24394,P29350,IL4R,PTPN6
0,P24394,Q9NQ38,IL4R,SPINK5
0,P24394,Q96J02,IL4R,ITCH
0,P24394,P42226,IL4R,STAT6
0,P24394,Q8TC99,IL4R,FNDC8
0,P24394,P43405,IL4R,SYK
0,P24394,Q01826,IL4R,SATB1
0,P24394,Q9UL17,IL4R,TBX21
0,P24394,Q08722,IL4R,CD47
0,P24394,Q8NEM2,IL4R,SHCBP1
0,P24394,Q29980,IL4R,MICB
0,P24394,Q8WV28,IL4R,BLNK
0,P24394,Q7Z6A9,IL4R,BTLA
0,P24394,Q9BY67,IL4R,CADM1
0,P24394,Q01151,IL4R,CD83
0,P24394,Q495A1,IL4R,TIGIT
0,P24394,Q8WVC6,IL4R,DCAKD
0,P24394,P29460,IL4R,IL12B
0,P24394,Q9H293,IL4R,IL25
0,P24394,P31785,IL4R,IL2RG
0,P24394,P61769,IL4R,B2M
0,P24394,P40763,IL4R,STAT3
0,P24394,P40933,IL4R,IL15
0,P24394,Q9HBE1,IL4R,PATZ1
0,P24394,Q08334,IL4R,IL10RB
0,P24394,Q01201,IL4R,RELB
0,P24394,Q7Z4K8,IL4R,TRIM46
0,P24394,Q7Z736,IL4R,PLEKHH3
0,P24534,P63244,EEF1B2,RACK1
0,P24534,Q8N9W6,EEF1B2,BOLL
0,P24592,Q03135,IGFBP6,CAV1
0,P24592,P35749,IGFBP6,MYH11
0,P24592,P63267,IGFBP6,ACTG2
0,P24593,Q9UKW4,IGFBP5,VAV3
0,P24593,P54826,IGFBP5,GAS1
0,P24593,P50281,IGFBP5,MMP14
0,P24593,Q9UKU9,IGFBP5,ANGPTL2
0,P24593,Q9Y279,IGFBP5,VSIG4
0,P24593,Q13685,IGFBP5,AAMP
0,P24593,Q15109,IGFBP5,AGER
0,P24593,Q8N2S1,IGFBP5,LTBP4
0,P24593,P31483,IGFBP5,TIA1
0,P24593,Q9UKJ0,IGFBP5,PILRB
0,P24821,Q9NYQ6,TNC,CELSR1
0,P24821,Q12866,TNC,MERTK
0,P24821,Q9H3D4,TNC,TP63
0,P24821,Q8WX93,TNC,PALLD
0,P24821,Q8N6P7,TNC,IL22RA1
0,P24821,P61812,TNC,TGFB2
0,P24821,Q14517,TNC,FAT1
0,P24821,Q53EP0,TNC,FNDC3B
0,P24821,Q6UXL0,TNC,IL20RB
0,P24821,Q6ZTA4,TNC,TRIM67
0,P24928,P61758,POLR2A,VBP1
0,P24928,Q15528,POLR2A,MED22
0,P24928,P46777,POLR2A,RPL5
0,P24928,P28065,POLR2A,PSMB9
0,P24928,Q92541,POLR2A,RTF1
0,P24928,Q8WZ74,POLR2A,CTTNBP2
0,P25054,Q8TB52,APC,FBXO30
0,P25054,Q02543,APC,RPL18A
0,P25054,P51955,APC,NEK2
0,P25054,P33992,APC,MCM5
0,P25054,Q32MH5,APC,FAM214A
0,P25054,Q2M1P5,APC,KIF7
0,P25054,Q99967,APC,CITED2
0,P25054,Q02413,APC,DSG1
0,P25054,P54136,APC,RARS
0,P25054,Q9BVP2,APC,GNL3
0,P25054,Q9NRM7,APC,LATS2
0,P25054,Q5FBB7,APC,SGO1
0,P25054,Q8NG31,APC,KNL1
0,P25054,Q53EL6,APC,PDCD4
0,P25067,P37275,COL8A2,ZEB1
0,P25067,Q9Y5Q3,COL8A2,MAFB
0,P25089,P49682,FPR3,CXCR3
0,P25089,Q96FZ5,FPR3,CMTM7
0,P25101,Q9Y5Q3,EDNRA,MAFB
0,P25205,P49450,MCM3,CENPA
0,P25205,P46013,MCM3,MKI67
0,P25205,P52292,MCM3,KPNA2
0,P25205,P46531,MCM3,NOTCH1
0,P25205,P38398,MCM3,BRCA1
0,P25391,Q9UHV8,LAMA1,LGALS13
0,P25391,P62993,LAMA1,GRB2
0,P25391,P98160,LAMA1,HSPG2
0,P25391,Q9UHC6,LAMA1,CNTNAP2
0,P25445,Q13444,FAS,ADAM15
0,P25445,Q9NWB7,FAS,IFT57
0,P25445,Q9BZG8,FAS,DPH1
0,P25445,Q12955,FAS,ANK3
0,P25445,P61978,FAS,HNRNPK
0,P25445,P32004,FAS,L1CAM
0,P25445,P43489,FAS,TNFRSF4
0,P25445,Q13114,FAS,TRAF3
0,P25445,P50453,FAS,SERPINB9
0,P25705,P31946,ATP5A1,YWHAB
0,P25705,Q9UI12,ATP5A1,ATP6V1H
0,P25705,Q8WTW4,ATP5A1,NPRL2
0,P25705,Q99623,ATP5A1,PHB2
0,P25705,Q05655,ATP5A1,PRKCD
0,P25705,Q12933,ATP5A1,TRAF2
0,P25705,Q9UBB6,ATP5A1,NCDN
0,P25705,Q99714,ATP5A1,HSD17B10
0,P25705,Q9HCG8,ATP5A1,CWC22
0,P25705,P49736,ATP5A1,MCM2
0,P25705,Q96S15,ATP5A1,WDR24
0,P25705,Q13618,ATP5A1,CUL3
0,P25705,Q9H1Y0,ATP5A1,ATG5
0,P25705,Q9Y4W6,ATP5A1,AFG3L2
0,P25705,P60842,ATP5A1,EIF4A1
0,P25705,Q92616,ATP5A1,GCN1
0,P25705,Q9P2Y5,ATP5A1,UVRAG
0,P25705,P83731,ATP5A1,RPL24
0,P25713,Q9NYB0,MT3,TERF2IP
0,P25774,P25774,CTSS,CTSS
0,P25774,Q8TCQ1,CTSS,1-Mar
0,P25774,P56202,CTSS,CTSW
0,P25774,Q9NSI8,CTSS,SAMSN1
0,P25774,P28799,CTSS,GRN
0,P25774,Q5NE16,CTSS,CTSL3P
0,P25942,P38646,CD40,HSPA9
0,P25942,Q02447,CD40,SP3
0,P25942,Q92734,CD40,TFG
0,P25942,Q6UWB1,CD40,IL27RA
0,P25942,Q9NYJ8,CD40,TAB2
0,P25942,Q8WZ42,CD40,TTN
0,P25942,Q6GQQ9,CD40,OTUD7B
0,P25942,Q04864,CD40,REL
0,P25942,Q92835,CD40,INPP5D
0,P25942,P52630,CD40,STAT2
0,P25942,P49767,CD40,VEGFC
0,P25942,P43626,CD40,KIR2DL1
0,P25942,Q96F46,CD40,IL17RA
0,P25942,Q9Y6K9,CD40,IKBKG
0,P25942,P62158,CD40,-
0,P25942,P52333,CD40,JAK3
0,P25942,Q9BZZ2,CD40,SIGLEC1
0,P25942,Q8NEW0,CD40,SLC30A7
0,P25942,Q96RJ3,CD40,TNFRSF13C
0,P25942,Q5ZPR3,CD40,CD276
0,P25942,P29692,CD40,EEF1D
0,P25942,Q05639,CD40,EEF1A2
0,P25942,P28799,CD40,GRN
0,P25942,Q96EP0,CD40,RNF31
0,P25942,P63261,CD40,ACTG1
0,P25942,Q12933,CD40,TRAF2
0,P25942,Q14257,CD40,RCN2
0,P25942,Q02643,CD40,GHRHR
0,P25942,Q9NPY3,CD40,CD93
0,P25942,P27986,CD40,PIK3R1
0,P25963,Q9BYH8,NFKBIA,NFKBIZ
0,P25963,Q9UDV6,NFKBIA,ZNF212
0,P25963,Q9P2J5,NFKBIA,LARS
0,P25963,Q7L590,NFKBIA,MCM10
0,P25963,Q96BH1,NFKBIA,RNF25
0,P25963,P68036,NFKBIA,UBE2L3
0,P25963,Q969P5,NFKBIA,FBXO32
0,P25963,Q15025,NFKBIA,TNIP1
0,P25963,P33993,NFKBIA,MCM7
0,P25963,Q15466,NFKBIA,NR0B2
0,P25963,Q9UM54,NFKBIA,MYO6
0,P25963,Q96EP1,NFKBIA,CHFR
0,P25963,P46783,NFKBIA,RPS10
0,P25963,P62263,NFKBIA,RPS14
0,P25963,P42229,NFKBIA,STAT5A
0,P25963,Q5JVS0,NFKBIA,HABP4
0,P25963,P61978,NFKBIA,HNRNPK
0,P25963,Q96EA4,NFKBIA,SPDL1
0,P25963,Q8WYQ5,NFKBIA,DGCR8
0,P25963,Q86WI3,NFKBIA,NLRC5
0,P25963,Q9UNE7,NFKBIA,STUB1
0,P25963,Q02388,NFKBIA,COL7A1
0,P25963,Q9NRG1,NFKBIA,PRTFDC1
0,P25963,Q96T58,NFKBIA,SPEN
0,P25963,Q04323,NFKBIA,UBXN1
0,P25963,Q13451,NFKBIA,FKBP5
0,P25963,Q969H0,NFKBIA,FBXW7
0,P25963,Q3ZCQ8,NFKBIA,TIMM50
0,P25963,P31269,NFKBIA,HOXA9
0,P25963,P37231,NFKBIA,PPARG
0,P25963,Q9UBN7,NFKBIA,HDAC6
0,P25963,P55209,NFKBIA,NAP1L1
0,P25963,P45983,NFKBIA,MAPK8
0,P25963,Q92934,NFKBIA,BAD
0,P25963,P51617,NFKBIA,IRAK1
0,P25963,Q9UKB1,NFKBIA,FBXW11
0,P25963,Q14012,NFKBIA,CAMK1
0,P25963,Q16531,NFKBIA,DDB1
0,P25963,Q9UJF2,NFKBIA,RASAL2
